id,rol,sexo,edad,tipo,modelo
7503,CONDUCTOR,Masculino,36,MOTO,CG  150 CC
7504,CONDUCTOR,Masculino,31,MOTO,125
7505,CONDUCTOR,Masculino,33,MOTO,YBR
7506,CONDUCTOR,Masculino,24,MOTO,CG  125
7507,PEATON,Femenino,47,PEATON,
7508,CICLISTA,Masculino,36,BICICLETA,NO HAY DATOS
7509,PEATON,Femenino,36,PEATON,
7510,CONDUCTOR,Masculino,18,MOTO,S 2
7511,PEATON,Femenino,42,PEATON,
7512,CONDUCTOR,Masculino,35,MOTO,135
7513,PEATON,Masculino,21,PEATON,
7514,CONDUCTOR,Masculino,38,AUTO (no se especifica si es particular o de alquiler),CORSA
7515,CONDUCTOR,Masculino,22,MOTO,CG TITAN
7516,CONDUCTOR,Masculino,45,MOTO,NO HAY DATOS
7517,CICLISTA,Masculino,17,BICICLETA,NO HAY DATOS
7518,PEATON,Masculino,999,PEATON,
7519,CONDUCTOR,Masculino,26,MOTO,CG TITAN
7520,CONDUCTOR,Masculino,37,CAMION,DAILY
7520,CONDUCTOR,Masculino,37,CAMION,DAILY
7521,PEATON,Masculino,6,PEATON,
7522,CONDUCTOR,Masculino,51,MOTO,TRIAX 150
7523,CONDUCTOR,Masculino,30,AUTO PARTICULAR,FIORINO
7524,CICLISTA,Femenino,29,BICICLETA,NO HAY DATOS
7525,CONDUCTOR,Masculino,32,AUTO PARTICULAR,TWINGO
7526,CONDUCTOR,Masculino,37,MOTO,NO HAY DATOS
7527,CONDUCTOR,Masculino,29,MOTO,NO HAY DATOS
7528,PEATON,Femenino,85,PEATON,
7529,CONDUCTOR,Masculino,77,CAMIONETA,C150
7530,PASAJERO/ACOMPAÑANTE,Femenino,23,MOTO,CG  125
7530,PASAJERO/ACOMPAÑANTE,Femenino,23,MOTO,CG  125
7531,CONDUCTOR,Masculino,22,AUTO PARTICULAR,SIENA
7532,PEATON,Femenino,61,PEATON,
7533,PEATON,Femenino,36,PEATON,
7534,CONDUCTOR,Femenino,56,AUTO PARTICULAR,MERIVA
7535,PEATON,Femenino,38,PEATON,
7536,CONDUCTOR,Femenino,62,AUTO PARTICULAR,FUN
7537,CONDUCTOR,Masculino,35,AUTO PARTICULAR,CIVIC
7538,PEATON,Femenino,25,PEATON,
7539,CONDUCTOR,Masculino,21,MOTO,VC 150
7540,CONDUCTOR,Masculino,23,MOTO,CG TITAN
7541,PASAJERO/ACOMPAÑANTE,Femenino,31,AUTO PARTICULAR,ONIX
7541,PASAJERO/ACOMPAÑANTE,Femenino,31,AUTO PARTICULAR,ONIX
7541,PASAJERO/ACOMPAÑANTE,Femenino,31,AUTO PARTICULAR,ONIX
7542,PEATON,Masculino,51,PEATON,
7543,PASAJERO/ACOMPAÑANTE,Femenino,46,TAXI/REMIS,CORSA
7543,PASAJERO/ACOMPAÑANTE,Femenino,46,TAXI/REMIS,CORSA
7543,PASAJERO/ACOMPAÑANTE,Femenino,46,TAXI/REMIS,CORSA
7544,CONDUCTOR,Masculino,36,MOTO,FZ
7545,PEATON,Femenino,30,PEATON,
7546,CONDUCTOR,Masculino,23,MOTO,FALCON
7547,CONDUCTOR,Masculino,22,MOTO,ALTINO
7548,PEATON,Masculino,20,PEATON,
7549,PASAJERO/ACOMPAÑANTE,Femenino,56,TRANSPORTE PUBLICO,
7550,CONDUCTOR,Masculino,64,MOTO,NO HAY DATOS
7551,CONDUCTOR,Masculino,39,MOTO,RX 150
7552,PEATON,Femenino,26,PEATON,
7553,CONDUCTOR,Masculino,24,MOTO,CG TITAN
7554,PEATON,Femenino,73,PEATON,
7555,CONDUCTOR,Femenino,62,AUTO PARTICULAR,VENTO
7556,CONDUCTOR,Masculino,38,BICICLETA,NO HAY DATOS
7557,CONDUCTOR,Masculino,27,MOTO,CG TITAN
7558,CONDUCTOR,Masculino,28,MOTO,CG TITAN
7559,PASAJERO/ACOMPAÑANTE,Femenino,33,MOTO,NO HAY DATOS
7560,CONDUCTOR,Femenino,29,CAMIONETA,HILUX
7561,CONDUCTOR,Masculino,30,MOTO,125
7562,CONDUCTOR,Masculino,38,AUTO PARTICULAR,E250
7563,CONDUCTOR,Masculino,32,MOTO,CG  150 CC
7564,CONDUCTOR,Masculino,40,MOTO,125 CC
7565,CONDUCTOR,Masculino,19,MOTO,AX  100
7566,PEATON,Masculino,24,PEATON,
7566,PEATON,Masculino,24,PEATON,
7567,PASAJERO/ACOMPAÑANTE,Femenino,43,TRANSPORTE PUBLICO,
7568,CONDUCTOR,Masculino,35,MOTO,CG TITAN
7568,CONDUCTOR,Masculino,35,MOTO,CG TITAN
7569,CICLISTA,Femenino,14,BICICLETA,NO HAY DATOS
7570,CONDUCTOR,Femenino,24,MOTO,CG  125
7571,CONDUCTOR,Masculino,23,MOTO,YBR 125
7572,CONDUCTOR,Femenino,42,AUTO PARTICULAR,SURAN
7572,CONDUCTOR,Femenino,42,AUTO PARTICULAR,SURAN
7573,PASAJERO/ACOMPAÑANTE,Femenino,29,AUTO PARTICULAR,207
7573,PASAJERO/ACOMPAÑANTE,Masculino,30,AUTO PARTICULAR,207
7574,CONDUCTOR,Femenino,30,AUTO PARTICULAR,ECO SPORT
7575,PASAJERO/ACOMPAÑANTE,Femenino,59,AUTO PARTICULAR,SURAN
7575,PEATON,Masculino,55,PEATON,
7576,PASAJERO/ACOMPAÑANTE,Masculino,4,AUTO PARTICULAR,POLO
7576,PASAJERO/ACOMPAÑANTE,Masculino,4,AUTO PARTICULAR,POLO
7577,CONDUCTOR,Masculino,21,MOTO,AX  100
7578,CONDUCTOR,Masculino,24,MOTO,25
7579,CONDUCTOR,Masculino,41,MOTO,NO HAY DATOS
7580,CONDUCTOR,Masculino,25,MOTO,TWISTER
7581,CICLISTA,Femenino,25,BICICLETA,RODADO 26
7582,PEATON,Femenino,15,PEATON,
7582,PEATON,Femenino,17,PEATON,
7583,PASAJERO/ACOMPAÑANTE,Femenino,67,TRANSPORTE PUBLICO,
7584,CONDUCTOR,Femenino,17,AUTO PARTICULAR,CLIO
7585,CONDUCTOR,Masculino,44,BICICLETA,NO HAY DATOS
7586,CONDUCTOR,Masculino,20,MOTO,CG TITAN
7587,CONDUCTOR,Masculino,65,TAXI/REMIS,Logan
7588,PASAJERO/ACOMPAÑANTE,Femenino,84,AUTO PARTICULAR,CLASICC
7588,PASAJERO/ACOMPAÑANTE,Femenino,84,AUTO PARTICULAR,CLASICC
7589,CONDUCTOR,Masculino,33,MOTO,ZB110
7590,CONDUCTOR,Masculino,30,MOTO,XR 125
7591,CICLISTA,Masculino,38,BICICLETA,RODADO 26
7592,CONDUCTOR,Masculino,36,AUTO PARTICULAR,VECTRA
7593,PEATON,Femenino,23,PEATON,
7594,CONDUCTOR,Masculino,59,MOTO,CG TITAN
7595,CONDUCTOR,Femenino,27,MOTO,XR
7596,CONDUCTOR,Masculino,36,AUTO PARTICULAR,VECTRA
7597,CONDUCTOR,Femenino,25,MOTO,150
7598,CONDUCTOR,Masculino,39,MOTO,NO HAY DATOS
7599,PEATON,Femenino,25,PEATON,
7600,PEATON,Masculino,4,PEATON,
7601,CONDUCTOR,Masculino,27,MOTO,XT225
7602,CONDUCTOR,Masculino,24,MOTO,WAVE
7603,PEATON,Femenino,35,PEATON,
7604,CONDUCTOR,Masculino,26,MOTO,250
7605,CICLISTA,Masculino,29,BICICLETA,NO HAY DATOS
7606,CONDUCTOR,Masculino,48,AUTO PARTICULAR,KANGOO
7607,CONDUCTOR,Masculino,26,MOTO,SR 150
7608,CONDUCTOR,Femenino,36,AUTO PARTICULAR,C3
7609,PASAJERO/ACOMPAÑANTE,Masculino,5,TRANSPORTE PUBLICO,
7609,PASAJERO/ACOMPAÑANTE,Masculino,5,TRANSPORTE PUBLICO,
7610,CONDUCTOR,Masculino,26,MOTO,ROUSER
7611,PASAJERO/ACOMPAÑANTE,Femenino,37,AUTO PARTICULAR,FIT
7611,PASAJERO/ACOMPAÑANTE,Femenino,37,AUTO PARTICULAR,FIT
7612,CONDUCTOR,Masculino,40,MOTO,AX  100
7613,PEATON,Femenino,59,PEATON,
7614,PASAJERO/ACOMPAÑANTE,Masculino,19,MOTO,110
7615,CICLISTA,Femenino,34,BICICLETA,NO HAY DATOS
7616,CONDUCTOR,Masculino,25,AUTO PARTICULAR,19
7617,CONDUCTOR,Femenino,30,AUTO PARTICULAR,FIESTA
7618,CONDUCTOR,Masculino,24,MOTO,CG TITAN
7619,PASAJERO/ACOMPAÑANTE,Femenino,75,TRANSPORTE PUBLICO,
7620,CONDUCTOR,Masculino,28,MOTO,CG  150 CC
7621,PASAJERO/ACOMPAÑANTE,Masculino,33,AUTO (no se especifica si es particular o de alquiler),NO HAY DATOS
7622,PASAJERO/ACOMPAÑANTE,Femenino,23,CAMIONETA,FIORINO
7623,CONDUCTOR,Masculino,34,AUTO PARTICULAR,ESCORT
7624,PEATON,Femenino,58,PEATON,
7625,CONDUCTOR,Masculino,27,MOTO,110
7626,PEATON,Masculino,21,PEATON,
7627,CONDUCTOR,Masculino,24,MOTO,150
7628,PASAJERO/ ACOMPAÑANTE + PEATON,Masculino,49,PEATON,
7629,CONDUCTOR,Masculino,42,MOTO,STORM
7630,PASAJERO/ACOMPAÑANTE,Femenino,51,SIN DATOS,
7631,CONDUCTOR,Femenino,44,MOTO,NO HAY DATOS
7632,CONDUCTOR,Femenino,20,MOTO,NO HAY DATOS
7633,CONDUCTOR,Masculino,32,AUTO PARTICULAR,KA
7634,CONDUCTOR,Masculino,26,MOTO,STORM
7635,PASAJERO/ACOMPAÑANTE,Femenino,77,AUTO PARTICULAR,FOX
7635,CONDUCTOR,Masculino,28,MOTO,150
7636,CONDUCTOR,Masculino,31,AUTO PARTICULAR,206
7637,PASAJERO/ACOMPAÑANTE,Masculino,31,TRANSPORTE PUBLICO,
7638,PEATON,Femenino,56,PEATON,
7639,PASAJERO/ACOMPAÑANTE,Femenino,28,TRANSPORTE PUBLICO,
7640,CICLISTA,Masculino,21,BICICLETA,NO HAY DATOS
7641,PEATON,Femenino,50,PEATON,
7642,PEATON,Femenino,46,PEATON,
7643,CONDUCTOR + CICLISTA,Masculino,22,AUTO (no se especifica si es particular o de alquiler),SENDA
7644,CONDUCTOR,Masculino,27,MOTO,NO HAY DATOS
7645,PASAJERO/ACOMPAÑANTE,Femenino,42,TRANSPORTE PUBLICO,
7646,PEATON,Masculino,92,PEATON,
7647,CONDUCTOR,Femenino,52,AUTO PARTICULAR,GOL TREND
7648,CONDUCTOR,Masculino,59,MOTO,RX 250
7649,CICLISTA,Masculino,37,BICICLETA,NO HAY DATOS
7650,PEATON,Femenino,62,PEATON,
7651,PEATON,Masculino,65,PEATON,
7652,CONDUCTOR,Masculino,44,MOTO,NO HAY DATOS
7653,CONDUCTOR,Femenino,10,AUTO PARTICULAR,VENTO
7654,PEATON,Femenino,55,PEATON,
7655,CONDUCTOR,Femenino,47,MOTO,110
7656,CONDUCTOR,Masculino,25,MOTO,NO HAY DATOS
7657,CONDUCTOR,Masculino,26,MOTO,CG TITAN
7658,CONDUCTOR,Masculino,36,MOTO,F 800
7659,PEATON,Femenino,57,PEATON,
7660,CONDUCTOR,Masculino,52,MOTO,RX 150
7661,PASAJERO/ACOMPAÑANTE,Masculino,49,TRANSPORTE PUBLICO,
7662,CONDUCTOR,Masculino,26,MOTO,150
7663,PEATON,Femenino,83,PEATON,
7664,CONDUCTOR,Masculino,31,MOTO,250
7665,PASAJERO/ACOMPAÑANTE,Femenino,19,MOTO,200
7666,PASAJERO/ACOMPAÑANTE,Femenino,24,TAXI/REMIS,CLASICC
7667,CONDUCTOR,Masculino,38,AUTO PARTICULAR,ASTRA
7668,PEATON,Femenino,51,PEATON,
7669,CONDUCTOR,Femenino,18,AUTO PARTICULAR,CITY
7670,PEATON,Femenino,77,PEATON,
7671,PEATON,Femenino,24,PEATON,
7672,PEATON,Femenino,55,PEATON,
7673,PASAJERO/ACOMPAÑANTE,Masculino,29,TRANSPORTE PUBLICO,
7673,PASAJERO/ACOMPAÑANTE,Masculino,29,TRANSPORTE PUBLICO,
7674,CICLISTA,Femenino,44,BICICLETA,RODADO 28
7675,PEATON,Masculino,23,PEATON,
7676,PEATON,Femenino,60,PEATON,
7677,CONDUCTOR,Masculino,27,AUTO PARTICULAR,ASTRA
7678,PEATON,Masculino,77,PEATON,
7679,CONDUCTOR,Femenino,999,AUTO PARTICULAR,CLIO
7679,CONDUCTOR,Femenino,999,AUTO PARTICULAR,CLIO
7680,PASAJERO/ACOMPAÑANTE,Masculino,27,MOTO,YBR 125
7681,CONDUCTOR,Masculino,23,MOTO,BIZ 125
7682,CONDUCTOR,Masculino,71,MOTO,SUPERNOVA
7683,PASAJERO/ACOMPAÑANTE,Femenino,28,AUTO PARTICULAR,UNO
7684,CONDUCTOR,Masculino,22,MOTO,XTZ
7685,CONDUCTOR,Masculino,35,MOTO,CG  150 TITAN
7686,CONDUCTOR,Femenino,40,MOTO,C 110
7687,PEATON,Femenino,73,PEATON,
7688,CONDUCTOR,Masculino,33,MOTO,WAVE
7689,CONDUCTOR,Femenino,30,MOTO,FUN
7690,CONDUCTOR,Masculino,24,MOTO,NO HAY DATOS
7691,CONDUCTOR,Masculino,30,MOTO,TWISTER
7692,CONDUCTOR,Masculino,24,MOTO,125 CC
7692,CONDUCTOR,Masculino,24,MOTO,125 CC
7693,CICLISTA,Masculino,61,BICICLETA,NO HAY DATOS
7694,CONDUCTOR,Masculino,32,MOTO,NO HAY DATOS
7695,CONDUCTOR,Masculino,48,MOTO,RD 150
7696,PASAJERO/ACOMPAÑANTE,Femenino,41,SIN DATOS,
7696,PASAJERO/ACOMPAÑANTE,Femenino,41,SIN DATOS,
7697,PASAJERO/ACOMPAÑANTE,Masculino,8,AUTO PARTICULAR,BORA
7698,CONDUCTOR,Masculino,32,CAMIONETA,TRANSIT
7699,PEATON,Masculino,15,PEATON,
7700,CONDUCTOR,Masculino,25,CAMIONETA,RANGER
7701,CONDUCTOR,Masculino,57,AUTO PARTICULAR,SIENA
7702,CONDUCTOR,Masculino,22,MOTO,Y 125
7703,CONDUCTOR,Masculino,21,MOTO,CG TITAN
7704,PASAJERO/ACOMPAÑANTE,Masculino,17,MOTO,YBR 125
7704,CONDUCTOR,Masculino,999,SIN DATOS,
7705,PEATON,Femenino,23,PEATON,
7706,PEATON,Masculino,58,PEATON,
7707,CONDUCTOR,Masculino,58,MOTO,CG  150 CC
7708,PEATON,Femenino,60,PEATON,
7709,CONDUCTOR,Masculino,39,AUTO (no se especifica si es particular o de alquiler),CORSA
7710,CONDUCTOR,Masculino,32,MOTO,TWISTER
7711,CONDUCTOR,Masculino,48,MOTO,SPEED
7712,PEATON,Masculino,72,PEATON,
7713,PASAJERO/ACOMPAÑANTE,Masculino,36,AUTO PARTICULAR,ESCORT
7714,CONDUCTOR,Masculino,25,MOTO,CBX 250
7715,CONDUCTOR,Femenino,28,AUTO (no se especifica si es particular o de alquiler),VENTO
7716,PEATON,Femenino,9,SIN DATOS,
7716,PEATON,Femenino,40,SIN DATOS,
7717,CONDUCTOR,Masculino,23,AUTO PARTICULAR,325
7718,CONDUCTOR,Masculino,19,MOTO,NO HAY DATOS
7719,PEATON,Femenino,78,BICICLETA,RODADO 26
7720,CONDUCTOR,Masculino,28,TAXI/REMIS,MERIVA
7720,PASAJERO/ACOMPAÑANTE,Femenino,26,TAXI/REMIS,MERIVA
7721,PEATON,Femenino,50,PEATON,
7722,CONDUCTOR,No hay datos,26,MOTO,NO HAY DATOS
7723,CONDUCTOR,Femenino,42,AUTO PARTICULAR,FIESTA
7724,PASAJERO/ACOMPAÑANTE,Femenino,22,AUTO (no se especifica si es particular o de alquiler),BORA
7725,PEATON,Masculino,18,PEATON,
7726,CONDUCTOR,Masculino,31,AUTO PARTICULAR,FOCUS
7727,CONDUCTOR,Masculino,52,TAXI/REMIS,CORSA
7728,CONDUCTOR,Masculino,23,MOTO,NO HAY DATOS
7729,PEATON,Masculino,42,PEATON,
7730,PASAJERO/ACOMPAÑANTE,Femenino,62,SIN DATOS,
7731,CICLISTA,Femenino,38,BICICLETA,RODADO 26
7732,CONDUCTOR,Femenino,24,MOTO,NO HAY DATOS
7733,CONDUCTOR,Masculino,35,MOTO,TDM 900
7734,CONDUCTOR,Masculino,999,BICICLETA,MONTAIN BIKE
7735,PEATON,Femenino,66,PEATON,
7736,PEATON,Masculino,39,PEATON,
7737,PEATON,Masculino,30,PEATON,
7738,CONDUCTOR,Masculino,56,TAXI/REMIS,SIENA
7739,PEATON,Femenino,15,PEATON,
7740,CONDUCTOR + CICLISTA,Masculino,25,BICICLETA,NO HAY DATOS
7741,CONDUCTOR,Masculino,45,MOTO,WAVE
7742,PASAJERO/ACOMPAÑANTE,Masculino,25,MOTO,CG  125
7743,CONDUCTOR,Femenino,17,AUTO PARTICULAR,CLIO
7744,CONDUCTOR,Femenino,70,AUTO (no se especifica si es particular o de alquiler),A3
7745,PEATON,Masculino,85,PEATON,
7746,CONDUCTOR,Masculino,45,MOTO,CB 1
7747,CONDUCTOR,Masculino,26,MOTO,STYLE
7748,CONDUCTOR,Masculino,22,MOTO,150
7749,PEATON,Masculino,9,PEATON,
7749,PEATON,Masculino,9,PEATON,
7750,PEATON,Masculino,21,PEATON,
7751,CONDUCTOR + PEATON,Masculino,44,PEATON,
7752,CICLISTA,Masculino,26,BICICLETA,NO HAY DATOS
7753,PEATON,Femenino,71,PEATON,
7754,CONDUCTOR,Femenino,35,AUTO PARTICULAR,MEGANE
7755,CONDUCTOR,Femenino,28,MOTO,CA 100 DB
7756,PEATON,Femenino,27,PEATON,
7757,CONDUCTOR,Masculino,26,MOTO,NF 100
7758,CONDUCTOR,Masculino,26,MOTO,NO HAY DATOS
7758,CONDUCTOR,Masculino,26,MOTO,NO HAY DATOS
7759,PEATON,Masculino,59,PEATON,
7760,PASAJERO/ACOMPAÑANTE,Masculino,47,TRANSPORTE PUBLICO,
7761,CONDUCTOR,Masculino,34,MOTO,VC 150
7762,CONDUCTOR,Masculino,32,MOTO,YBR
7763,PEATON,Masculino,22,PEATON,
7763,PEATON,Masculino,22,PEATON,
7764,CONDUCTOR,Masculino,44,MOTO,CG TITAN
7764,CONDUCTOR,Masculino,44,MOTO,CG TITAN
7765,CONDUCTOR,Femenino,24,MOTO,150
7766,PASAJERO/ACOMPAÑANTE,Femenino,28,MOTO,150
7766,PASAJERO/ACOMPAÑANTE,Femenino,28,MOTO,150
7767,PASAJERO/ACOMPAÑANTE,Masculino,29,AUTO PARTICULAR,PASSAT
7768,PEATON,Masculino,17,PEATON,
7769,PASAJERO/ACOMPAÑANTE,Femenino,21,MOTO,110
7770,CONDUCTOR,Masculino,58,MOTO,150
7771,CONDUCTOR,Masculino,27,MOTO,NO HAY DATOS
7772,CONDUCTOR,Masculino,44,MOTO,NO HAY DATOS
7773,CONDUCTOR,Femenino,17,AUTO PARTICULAR,CLIO
7774,CONDUCTOR,Masculino,38,MOTO,CG  150 CC
7775,PEATON,Masculino,48,PEATON,
7776,PEATON,Masculino,53,PEATON,
7777,CONDUCTOR,Masculino,28,MOTO,CE 150
7778,CONDUCTOR,Masculino,38,AUTO PARTICULAR,PALIO
7779,CONDUCTOR,Masculino,21,MOTO,CG TITAN
7780,PASAJERO/ACOMPAÑANTE,Femenino,40,MOTO,CG TITAN
7780,PASAJERO/ACOMPAÑANTE,Femenino,41,MOTO,CG TITAN
7781,CONDUCTOR,Masculino,45,MOTO,ADVANCE
7782,CONDUCTOR,Masculino,26,SIN DATOS,
7783,CONDUCTOR,Masculino,36,MOTO,CG  150 CC
7784,PEATON,Femenino,44,PEATON,
7785,PEATON,Masculino,28,PEATON,
7786,CONDUCTOR,Masculino,18,MOTO,CG TITAN
7787,CONDUCTOR,Masculino,40,MOTO,125
7788,CICLISTA,Femenino,38,BICICLETA,NO HAY DATOS
7789,CONDUCTOR,Masculino,43,CAMIONETA,F 100
7790,CONDUCTOR,Masculino,35,MOTO,FZ
7790,CONDUCTOR,Masculino,35,MOTO,FZ
7791,CONDUCTOR,Masculino,27,MOTO,KRYON GSL 150
7792,PEATON,Masculino,90,PEATON,
7793,PEATON,Masculino,72,PEATON,
7794,CONDUCTOR,Femenino,41,AUTO PARTICULAR,TIIDA
7795,CONDUCTOR,Masculino,68,AUTO PARTICULAR,UNO
7796,PASAJERO/ACOMPAÑANTE,Femenino,75,AUTO (no se especifica si es particular o de alquiler),FIT
7796,PASAJERO/ACOMPAÑANTE,Femenino,75,AUTO (no se especifica si es particular o de alquiler),FIT
7797,CONDUCTOR,Masculino,42,MOTO,NO HAY DATOS
7798,CICLISTA,Femenino,33,BICICLETA,NO HAY DATOS
7799,PASAJERO/ACOMPAÑANTE,Femenino,30,AMBULANCIA,FIORINO
7799,PASAJERO/ACOMPAÑANTE,Masculino,3,AMBULANCIA,FIORINO
7800,PEATON,Masculino,37,PEATON,
7801,CONDUCTOR,Masculino,38,AUTO PARTICULAR,PALIO
7802,CONDUCTOR,Masculino,40,MOTO,125
7803,CONDUCTOR,Masculino,25,MOTO,CG TITAN
7804,PEATON,Masculino,54,PEATON,
7805,PEATON,Masculino,42,PEATON,
7806,CONDUCTOR,Masculino,25,MOTO,ZTT 200
7807,PASAJERO/ACOMPAÑANTE,Masculino,22,TAXI/REMIS,CIVIC
7807,PASAJERO/ACOMPAÑANTE,Masculino,22,TAXI/REMIS,CIVIC
7808,CONDUCTOR,Masculino,34,MOTO,ELITE 125
7809,PEATON,Femenino,28,PEATON,
7810,CONDUCTOR,Masculino,18,MOTO,CG TITAN
7811,PASAJERO/ACOMPAÑANTE,Femenino,19,AUTO PARTICULAR,PUNTO
7811,PASAJERO/ACOMPAÑANTE,Femenino,45,AUTO PARTICULAR,SENTRA
7812,CONDUCTOR,Masculino,68,AUTO PARTICULAR,UNO
7813,PEATON,Femenino,28,PEATON,
7814,PASAJERO/ACOMPAÑANTE,Femenino,35,MOTO,110
7815,CONDUCTOR,Masculino,53,MOTO,150
7816,CONDUCTOR,Femenino,43,MOTO,BIZ 125
7817,PEATON,Femenino,999,PEATON,
7817,PEATON,Masculino,999,PEATON,
7818,CONDUCTOR,Masculino,21,MOTO,STYLE
7819,CONDUCTOR,Masculino,30,MOTO,125 CC
7820,PASAJERO/ACOMPAÑANTE,Masculino,64,SIN DATOS,
7821,CONDUCTOR,Masculino,39,MOTO,RX 150
7822,PEATON,Masculino,71,PEATON,
7822,PEATON,Masculino,71,PEATON,
7823,PASAJERO/ACOMPAÑANTE,Femenino,45,SIN DATOS,
7824,PEATON,Masculino,36,PEATON,
7825,CONDUCTOR,Masculino,61,AUTO (no se especifica si es particular o de alquiler),KANGOO
7825,CONDUCTOR,Masculino,61,AUTO (no se especifica si es particular o de alquiler),KANGOO
7826,CONDUCTOR,Masculino,22,AUTO PARTICULAR,BERLINGO
7827,CONDUCTOR,Masculino,42,MOTO,TRIP G110
7827,CONDUCTOR,Masculino,42,MOTO,TRIP G110
7828,CONDUCTOR,Masculino,45,AUTO PARTICULAR,PALIO
7828,CONDUCTOR,Masculino,45,AUTO PARTICULAR,PALIO
7829,CONDUCTOR,Masculino,21,MOTO,C150
7829,CONDUCTOR,Masculino,21,MOTO,C150
7830,CONDUCTOR,Masculino,31,AUTO PARTICULAR,SURAN
7830,CONDUCTOR,Masculino,31,AUTO PARTICULAR,SURAN
7831,PASAJERO/ACOMPAÑANTE,Femenino,21,MOTO,125
7831,PASAJERO/ACOMPAÑANTE,Femenino,21,MOTO,125
7832,CONDUCTOR + PEATON,Femenino,15,PEATON,
7833,PEATON,Masculino,23,PEATON,
7834,PASAJERO/ACOMPAÑANTE,Masculino,45,AUTO PARTICULAR,PUNTO
7834,PASAJERO/ACOMPAÑANTE,Masculino,19,AUTO PARTICULAR,SENTRA
7835,CONDUCTOR,Masculino,36,MOTO,XR 250
7835,PASAJERO/ACOMPAÑANTE,Masculino,52,MOTO,STYLE
7836,CONDUCTOR,Masculino,84,AUTO PARTICULAR,PALIO
7836,CONDUCTOR,Masculino,84,AUTO PARTICULAR,PALIO
7837,PASAJERO/ACOMPAÑANTE,Femenino,38,TAXI/REMIS,SIENA
7837,PASAJERO/ACOMPAÑANTE,Femenino,38,TAXI/REMIS,SIENA
7838,CONDUCTOR,Femenino,20,MOTO,110
7839,PASAJERO/ACOMPAÑANTE,Femenino,33,CAMIONETA,ECO SPORT
7839,PASAJERO/ACOMPAÑANTE,Femenino,33,CAMIONETA,ECO SPORT
7839,PASAJERO/ACOMPAÑANTE,Femenino,33,CAMIONETA,ECO SPORT
7840,PEATON,Masculino,26,PEATON,
7840,PEATON,Femenino,33,PEATON,
7841,CONDUCTOR,Masculino,39,MOTO,YBR 125
7842,PEATON,Masculino,39,PEATON,
7843,CONDUCTOR,Masculino,35,AUTO PARTICULAR,CIVIC
7844,CONDUCTOR,Masculino,36,MOTO,ZONDA
7844,CONDUCTOR,Masculino,36,MOTO,ZONDA
7845,PASAJERO/ACOMPAÑANTE,Femenino,39,AUTO PARTICULAR,DUNA
7845,PASAJERO/ACOMPAÑANTE,Femenino,39,AUTO PARTICULAR,DUNA
7845,PASAJERO/ACOMPAÑANTE,Femenino,39,AUTO PARTICULAR,DUNA
7846,CONDUCTOR,Masculino,68,AUTO PARTICULAR,CORSA
7847,CONDUCTOR,Masculino,41,AUTO PARTICULAR,MERIVA
7848,CONDUCTOR,Masculino,19,MOTO,XR 125
7849,PASAJERO/ACOMPAÑANTE,Femenino,9,TAXI/REMIS,SIENA
7850,CONDUCTOR,Masculino,26,CAMIONETA,FIORINO
7851,CONDUCTOR,Masculino,35,MOTO,NO HAY DATOS
7852,CONDUCTOR,Masculino,17,BICICLETA,NO HAY DATOS
7852,CONDUCTOR,Masculino,26,MOTO,CG TITAN
7852,CONDUCTOR,Masculino,17,BICICLETA,NO HAY DATOS
7852,CONDUCTOR,Masculino,26,MOTO,CG TITAN
7853,CONDUCTOR,Masculino,21,MOTO,NO HAY DATOS
7854,PEATON,Femenino,45,PEATON,
7854,PASAJERO/ACOMPAÑANTE,Femenino,12,SIN DATOS,
7854,PASAJERO/ACOMPAÑANTE,Masculino,27,SIN DATOS,
7855,CONDUCTOR,Masculino,61,MOTO,AN 125
7856,CONDUCTOR,Masculino,22,MOTO,TWISTER
7857,CONDUCTOR,Masculino,41,MOTO,CRONO
7858,CONDUCTOR,Masculino,18,MOTO,CG TITAN
7859,CICLISTA,Femenino,20,BICICLETA,NO HAY DATOS
7860,PEATON,Masculino,62,PEATON,
7861,CICLISTA,Masculino,25,BICICLETA,NO HAY DATOS
7862,PEATON,Femenino,86,PEATON,
7863,CONDUCTOR,Masculino,35,MOTO,CG TITAN
7863,PASAJERO/ACOMPAÑANTE,Masculino,26,MOTO,CG TITAN
7864,CONDUCTOR,Femenino,32,MOTO,JS
7865,PASAJERO/ACOMPAÑANTE,Femenino,38,AUTO PARTICULAR,SURAN
7865,PASAJERO/ACOMPAÑANTE,Masculino,2,AUTO PARTICULAR,SURAN
7866,CONDUCTOR,Masculino,22,MOTO,125
7867,CONDUCTOR,Masculino,54,BICICLETA,NO HAY DATOS
7868,CONDUCTOR,Masculino,46,MOTO,CG  150 CC
7869,CONDUCTOR,Masculino,37,MOTO,ROUSER
7870,PEATON,Masculino,74,PEATON,
7871,CONDUCTOR,Masculino,42,MOTO,250
7872,PEATON,Femenino,18,PEATON,
7873,PEATON,Masculino,10,PEATON,
7874,PEATON,Femenino,62,PEATON,
7875,PASAJERO/ACOMPAÑANTE,Femenino,64,AUTO PARTICULAR,SPIN
7876,CONDUCTOR,Masculino,31,MOTO,Y 125
7877,PASAJERO/ACOMPAÑANTE,Femenino,25,AUTO PARTICULAR,PALIO
7878,CONDUCTOR,Masculino,26,MOTO,INVICTA
